char,pron
成親,sin2 cin1
鐵觀音,tiet5 gon1 yim1
暴虐,pau4 ngiok5
情分,cin2 fun4
長相廝守,cong2 siong1 su1 siu3
極刑,kit6 hin2
一鳴驚人,yit5 min2 gin1 ngin2
幽會,yiu1 fui4
反為,fan3 vui2
行水,hang2 sui3
龍翔道,lung2 siong2 tau4
三心兩意,sam1 sim1 liong1 yi4
射落海,sa4 lok6 hoi3
倒霉,dau3 moi1
乾冰,gon1 ben1
好言相勸,hau3 ngien2 siong1 kien4
太平清醮,tai4 pin2 cin1 ziau4
邊道,bien1 tau4
害處,hoi4 cu4
看好,kon4 hau3
一乾,yit5 gon1
兩杯,liong1 bui1
五更,ng3 gang1
嗚呀,vu1 a2
打工皇帝,da3 gung1 fong2 di4
入土為安,ngip6 tu3 vui2 on1
凝神,ngien2 sin2
安分,on1 fun4
屈打成招,kiut5 da3 sin2 zau1
坐骨神經,co4 gut5 sin2 gin1
腔調,kiong1 tiau4
明屈,min2 kiut5
好大雨,hau3 tai4 yi3
一朝得志,yit5 zau1 det5 zi4
車軌,ca1 gui3
出入平安,cut5 ngip6 pin2 on1
打草驚蛇,da3 cau3 gin1 sa2
吃醋,ket5 cu4
聚精會神,ci4 zin1 fui4 sin2
琢磨,dok5 mo2
梗塞,gang3 set5
自得其樂,cu4 det5 ki2 lok6
機靈,gi1 lin2
公轉,gung1 zon4
漂染,piau4 ngiam4
三億,sam1 yi4
散漫,san3 man4
劏車,tong1 ca1
屈尾十,kiut5 mui1 sip6
會議展覽,fui4 ngi4 zien3 lam4
打攪,da3 gau3
實不相瞞,sit6 but5 siong1 man2
鮮果,sien1 go3
打蛇餅,da3 sa2 biang3
平仄,pin2 zet5
食力,sit6 lit6
數名,su4 min2
眾志成城,zung4 zi4 sin2 sang2
專有名詞,zon1 yiu1 min2 cu2
三百萬,sam1 bak5 man4
暴富,pau4 fu4
危機四伏,ngui2 gi1 si4 fuk6
使橫手,su3 vang2 siu3
打書釘,da3 su1 dang1
好唔好食,hau3 m1 hau3 sit6
樂於助人,lok6 yi1 co4 ngin2
山道,san1 tau4
散水餅,san4 sui3 biang3
解款車,gai4 kan3 ca1
姣好,gau3 hau3
惡棍,ok5 gun4
三節,sam1 ziet5
信差,sin4 cai1
從速,cung2 suk5
讀心術,tuk6 sim1 sut6
尾車,mui1 ca1
追仔,zui1 zai3
大小二便,tai4 siau3 ngi4 pien4
眼定定,ngan3 tin4 tin4
淡奶,tam1 lai1
遊樂園,yiu2 lok6 yen2
相映成趣,siong1 yang3 sin2 ci4
積少成多,zit5 sau3 sin2 do1
被愛,pi4 oi4
觀音兵,gon1 yim1 bin1
省會,sen3 fui4
暴飲暴食,pau4 yim3 pau4 sit6
打緊仗,da3 gin3 zong4
頭頭是道,teu2 teu2 si4 tau4
神經元,sin2 gin1 ngien2
成唔成,sin2 m1 sin2
消防處,siau1 fong2 cu3
兩方,liong1 fong1
安道爾,on1 tau4 li3
冇益,mau2 yit5
陪坐,pui2 co1
閩南話,men2 lam2 va4
三句,sam1 gi4
金華火腿,gim1 fa2 fo3 tui3
那間,la3 gan1
三民,sam1 min2
聽唔聽,tang4 m1 tang4
調製,tiau2 ze4
臭名遠播,ciu4 min2 yen3 bo4
難纏,lan2 cien2
散賣,san3 mai4
捨命,sa3 min4
食下飯,sit6 ha4 fan4
茶道,ca2 tau4
檢定,giam3 tin4
後庭,heu4 tin2
三格,sam1 gak5
薪火相傳,sin1 fo3 siong1 con2
堂弟,tong2 ti4
通處,tung1 cu4
泡影,pau4 yang3
梳打水,so1 da3 sui3
畫板,fa4 ban3
為己任,vui2 gi3 ngim4
不倒翁,but5 dau4 vung1
千載,cien1 zai3
要件,yau4 kien4
兩可,liong1 ko3
相若,siong1 yok6
迴轉壽司,fui2 zon3 siu4 su1
朝政,cau2 zin4
殺雞取卵,sat5 gai1 ci3 lon3
姐弟戀,zia3 ti4 lien4
青雲,ciang1 yun2
錯怪,co4 gai4
行政費,hang2 zin4 fui4
一言難盡,yit5 ngien2 lan2 cin4
凝膠,ngien2 gau1
馬上風,ma1 song4 fung1
咩水,me1 sui3
食緊飯,sit6 gin3 fan4
旋轉木馬,sien2 zon3 muk5 ma1
嗚咽,vu1 yen1
轉學,zon3 hok6
道破,tau4 po4
顯卡,hien3 kat6
兩億,liong1 yi4
四平八穩,si4 pin2 bat5 vun3
僧多粥少,sen1 do1 zuk5 sau3
部屬,pu4 suk6
難以言喻,lan2 yi1 ngien2 yi4
齊備,ce2 pi4
陳蕾,cin2 lui2
行禮如儀,hang2 li1 yi2 ngi2
屈得就屈,kiut5 det5 ciu4 kiut5
載歌載舞,zoi4 go1 zoi4 mu3
第一間,ti4 yit5 gan1
狗仔式,geu3 zai3 sit5
一中一台,yit5 zung1 yit5 toi2
種姓,zung3 siang4
參詳,cam1 siong2
敬業樂業,gin4 ngiap6 lok6 ngiap6
凝血,ngien2 hiet5
會診,fui4 zin3
點射,diam3 sa4
靈媒,lin2 moi2
中樞神經,zung1 ki1 sin2 gin1
青年旅舍,ciang1 ngien2 li3 sa4
長技,cong2 ki3
打高爾夫,da3 gau1 li3 fu1
無為意,vu2 vui2 yi4
聖誕快樂,sin4 dan4 kai4 lok6
差強人意,ca1 kiong3 ngin2 yi4
前仆後繼,cien2 fu4 heu4 gi4
請命,ciang3 min4
黑白兩道,het5 pak6 liong1 tau4
行宮,hang2 giung1
三套,sam1 tau4
打江山,da3 gong1 san1
以物易物,yi1 vut6 yit6 vut6
買定離手,mai1 tin4 li2 siu3
污濁,vu1 cuk6
全壘打,cien2 lui3 da3
棍仔,gun4 zai3
喜惡,hi3 vu4
好來好去,hau3 loi2 hau3 hi4
食豆腐,sit6 teu4 fu4
從善如流,cung2 sen4 yi2 liu2
打大交,da3 tai4 gau1
不自量,but5 cu4 liong4
李克強,li3 ket5 kiong2
唔正,m1 zang4
惡做,ok5 zo4
淡薄,tam4 pok6
監牢,gam1 lau2
三班,sam1 ban1
士卒,su4 zut5
尖酸刻薄,ziam1 son1 ket5 pok6
鏟平,can3 pin2
分母,fun4 mu1
養鬼仔,yong1 gui3 zai3
重臣,cung4 sin2
才使,coi2 su3
獨行,tuk6 hang2
卡板,ka1 ban3
毒辣,tuk6 lat6
孝道,hau4 tau4
引經據典,yin3 gin1 gi4 dien3
兩餸飯,liong1 sung4 fan4
偽文青,ngui4 vun2 ciang1
煞食,sat5 sit6
傻更更,so2 gang1 gang1
打龍通,da3 lung2 tung1
恩將仇報,en1 ziong1 siu2 bau4
那名,la3 min2
調低,tiau4 dai1
中葉,zung1 yap6
半條命,ban4 tiau2 miang4
經濟論壇,gin1 zi4 lun4 tan2
便條,pien4 tiau2
傳送門,con2 sung4 mun2
恩怨情仇,en1 yen4 cin2 siu2
迎刃而解,ngiang2 ngiun3 yi2 gai3
識撈,sit5 lau1
中過伏,zung4 go4 fuk6
轉寄,zon3 gi4
質證,zit5 zin4
黑啤,het5 bia1
憐惜,lien2 sit5
三聲,sam1 sang1
坐向,co4 hiong4
逐家逐户,cuk6 ga1 cuk6 fu4
傳熱,con2 ngiet6
淡市,tam4 si1
道觀,tau4 gon4
平底鑊,pin2 dai3 vok6
參見,cam1 gien4
功名,gung1 min2
校際,gau3 zi4
三四年,sam1 si4 ngien2
相親相愛,siong1 cin1 siong1 oi4
屈指,kiut5 zi3
震機,zin3 gi1
好鬼死,hau3 gui3 si3
聞風喪膽,vun2 fung1 song4 dam3
難抵,lan2 dai3
扮上菜,pan4 song4 coi4
方中,fong1 zung1
行人道,hang2 ngin2 tau4
票房毒藥,piau4 fong2 tuk6 yok6
莎翁,sa1 vung1
商業行為,song1 ngiap6 hang2 vui2
啜核,zot5 fut6
嘔白泡,iu3 pak6 pau1
白平衡,pak6 pin2 fen2
點石成金,diam3 sak6 sin2 gim1
相隨,siong1 sui2
轉科,zon3 ko1
滴血,tit6 hiet5
頂住檔,din3 cu4 dong4
兩行,liong1 hong2
披頭散髮,pi1 teu2 san3 fat5
緯度,vui3 tu4
駕車,ga4 ca1
來日方長,loi2 ngit5 fong1 cong2
各行各路,gok5 hang2 gok5 lu4
喪盡天良,song4 cin4 tien1 liong2
將帥,ziong4 soi4
稠密,ciu2 mit6
傳電,con2 tien4
帶着,dai4 cok6
弟兄姊妹,ti4 hiung1 zi3 moi4
以人為本,yi1 ngin2 vui2 bun3
五名,ng3 min2
第二名,ti4 ngi4 min2
胡作非為,fu2 zok5 fui1 vui2
曾鈺成,zen1 ngiuk6 sin2
不為意,but5 vui2 yi4
打功夫,da3 gung1 fu1
大名鼎鼎,tai4 min2 din3 din3
第度,ti4 tu4
內幕交易,lui4 mok5 gau1 yit6
心術不正,sim1 sut6 but5 zin4
登極,den1 kit6
校草,gau3 cau3
易過借火,yi4 go4 zia4 fo3
接更,ziap5 gang1
郁下,yuk5 ha4
兩全,liong1 cien2
着力,cok6 lit6
種族滅絕,zung3 cuk6 miet6 ciet6
解酒,gai3 ziu3
流質,liu2 zit5
擇食,cak6 sit6
撈偏,lau1 pien1
貿易組織,meu3 yit6 zu3 zit5
食物銀行,sit6 vut6 ngiun2 hong2
推唔推,tui1 m1 tui1
橫行無忌,vang2 hang2 vu2 ki4
朝拜,cau2 bai4
丟淡,diu1 tam1
驚惶失措,gin1 fong2 sit5 cu4
行雷閃電,hang2 lui2 sam3 tien4
夜裏,ya4 li1
着急,cok6 gip5
變調,bien4 tiau4
應召,yin4 cau4
強差人意,kiong3 ca1 ngin2 yi4
身首異處,sin1 siu3 yi4 cu4
死都話,si3 du1 va4
喪權辱國,song4 kien2 yuk6 get5
正唔正常,zin4 m1 zin4 song2
正站,zin4 zam4
三項,sam1 hong4
為民除害,vui4 min2 cu2 hoi4
中廚,zung1 cu2
杯水車薪,bui1 sui3 ca1 sin1
乾花,gon1 fa1
掛好,ga4 hau3
中巴士,zung1 ba1 su4
打罵,da3 ma4
冠心病,gon1 sim1 piang4
撈得掂,lau1 det5 tiam4
為民請命,vui4 min2 ciang3 min4
自命不凡,cu4 min4 but5 fam2
啞仔,a3 zai3
右轉,yiu4 zon3
打突,da3 tut6
打緊機,da3 gin3 gi1
打戰,da3 zien4
蕩婦,tong4 fu4
觀塘區,gon1 tong2 ki1
陽間,yong2 gan1
頂罪,din3 cui4
解夢,gai3 mung4
量入為出,liong4 ngip6 vui2 cut5
年晚,ngien2 man1
平易,pin2 yi4
十間,sip6 gan1
吊臂車,diau4 bi4 ca1
乾淨企理,gon1 ciang4 ki1 li1
應聲蟲,yin4 sang1 cung2
爛命,lan4 miang4
十度,sip6 tu4
處變不驚,cu4 bien4 but5 gin1
上訴法庭,song4 su4 fap5 tin2
齊章,ce2 zong1
街鋪,gai1 pu1
樂譜,ngok6 pu3
死剩種,si3 yin4 zung3
助產士,co4 san3 su4
第二種,ti4 ngi4 zung3
啱使,ngam1 su3
心領神會,sim1 liang1 sin2 fui4
必不可少,bit5 but5 ko3 sau3
好準時,hau3 zun3 si2
震耳,zin3 ngi3
好奸,hau3 gan1
網上商店,miong3 song4 song1 diam4
落更,lok6 gang1
心事重重,sim1 su4 cung2 cung2
識打,sit5 da3
鹹濕仔,ham2 sip5 zai3
要屌,yau4 diau3
從長計議,cung2 cong2 ge4 ngi4
監誓,gam1 si4
三支,sam1 zi1
便意,pien4 yi4
二手車,ngi4 siu3 ca1
靈柩,lin2 giu4
落降,lok6 gong4
平衡木,pin2 fen2 muk5
萍水相逢,pin2 sui3 siong1 fung2
莎莎,sa1 sa1
三通,sam1 tung1
喪氣,song4 hi4
重提,cung1 ti2
應診,yin4 zin3
論斷,lun4 ton4
唔經唔覺,m1 gin1 m1 gok5
讀唔讀,tuk6 m1 tuk6
食神,sit6 sin2
定量,tin4 liong4
短兵相接,don3 bin1 siong1 ziap5
紙紮公仔,zi3 zat5 gung1 zai3
調高,tiau4 gau1
當歸,dong1 gui1
家長日,ga1 zong3 ngit5
安度,on1 tu4
報更,bau4 gang1
刀背,dau1 boi4
龜背,gui1 boi4
牛仔布,ngiu2 zai3 bu4
周打,ziu1 da3
將功補過,ziong1 gung1 bu3 go4
中拳,zung4 kien2
氣頂,hi4 din3
穴道,hiet6 tau4
兩道,liong1 tau4
惡啲,ok5 tit6
視覺藝術,si4 gok5 ngi4 sut6
聽下歌,tang4 ha4 go1
晏覺,an4 gau4
好頭好尾,hau3 teu2 hau3 mui1
妄為,mong3 vui2
正骨,zin4 gut5
解款員,gai4 kan3 yen2
無名火起,vu2 min2 fo3 hi3
十仔,sip6 zai3
蛇羹,sa2 gang1
從簡,cung2 gan3
重修舊好,cung2 siu1 kiu4 hau3
起重機,hi3 cung1 gi1
淪喪,lun2 song4
坐緊監,co1 gin3 gam1
阿華田,o1 fa2 tien2
十下,sip6 ha4
伏唔伏,fuk6 m1 fuk6
倚重,yi3 cung4
三番,sam1 fan1
蛇鼠一窩,sa2 cu3 yit5 vo1
少壯,sau3 zong4
第一行,ti4 yit5 hong2
家道中落,ga1 tau4 zung1 lok6
衣冠,yi1 gon1
門禁,mun2 gim4
同仇敵愾,tung2 siu2 tit6 koi3
精讀,zin1 tuk6
當死,dong4 si3
謹言慎行,giun3 ngien2 sin3 hang2
舉腳贊成,gi3 giok5 zan4 sin2
導讀,tau3 tuk6
一語道破,yit5 ngi1 tau4 po4
打更,da3 gang1
當其時,dong1 ki2 si2
忽然之間,fut5 yen2 zu1 gan1
好不好,hau3 but5 hau3
三段,sam1 ton4
為着,vui4 cok6
打草,da3 cau3
食人族,sit6 ngin2 cuk6
打鐘,da3 zung1
撳錯,kim4 co4
近住,kiun4 cu4
磨拳擦掌,mo2 kien2 cat5 zong3
推跌,tui1 diet5
華富,fa2 fu4
主使,zu3 si3
穿鑿附會,con1 cok6 fu4 fui4
打得火熱,da3 det5 fo3 ngiet6
對簿公堂,dui4 pu4 gung1 tong2
該校,goi1 gau3
一兩下,yit5 liong1 ha4
舞伴,mu3 pan4
懵仔,mung3 zai3
呀屌你,a3 diau3 li3
打退堂鼓,da3 tui4 tong2 gu3
好心機,hau3 sim1 gi1
打耳,da3 ngi3
三行,sam1 hong2
讀死書,tuk6 si3 su1
一兩首,yit5 liong1 siu3
打唔打得,da3 m1 da3 det5
攞着數,lo3 cok6 su4
咩戲,me1 hi4
有度,yiu1 tu4
遠道,yen3 tau4
磨豆腐,mo2 teu4 fu4
惡名昭彰,ok5 min2 zau1 zong1
伴唱,pan4 cong4
傳聲,con2 sang1
乾葱,gon1 cung1
好唔好彩,hau3 m1 hau3 cai3
囊中物,long2 zung1 vut6
取道,ci3 tau4
加減乘除,ga1 gam3 sin2 cu2
乘人之危,sin2 ngin2 zu1 ngui2
天光道,tien1 gong1 tau4
車厘茄,ca1 li2 kio2
觀火,gon1 fo3
好唔好做,hau3 m1 hau3 zo4
兇神惡煞,hiung1 sin2 ok5 sat5
蛇果,sa2 go3
士啤,su4 bia1
廣華,gong3 fa2
胸墊,hiung1 tiap6
命相,min4 siong4
訛傳,ngo2 con2
推油,tui1 yiu2
經合組織,gin1 hap6 zu3 zit5
夷為平地,yi2 vui2 pin2 ti4
潰不成軍,kui4 but5 sin2 giun1
乜歌,mak5 go1
戇居居,ngong4 gi1 gi1
三本,sam1 bun3
出便,cut5 pien4
電車站,tien4 ca1 zam4
多兩錢重,do1 liong1 cien2 cung1
藕斷絲連,ngiu3 ton4 su1 lien2
上款,song4 kan3
上一頁,song4 yit5 yap6
華佗,fa2 to2
一唔一齊,yit5 m1 yit5 ce2
二十三,ngi4 sip6 sam1
旋轉門,sien2 zon3 mun2
替更,tai4 gang1
便士,pien4 si3
鏟車,can3 ca1
觀塘道,gon1 tong2 tau4
廣東道,gong3 dung1 tau4
學下人,hok6 ha4 ngin2
奇難雜症,ki2 lan2 cap6 zin4
爛仔交,lan4 zai3 gau1
名不經傳,min2 but5 gin1 con2
誤中副車,ngu4 zung4 fu4 gi1
排排坐,pai2 pai2 co1
着住,cok6 cu4
科興,ko1 hin1
敢為,gam3 vui2
可唔可行,ko3 m1 ko3 hang2
咪頭,mai4 teu2
受精卵,siu4 zin1 lon3
成日播,sang2 ngit5 bo4
相士,siong4 su4
題解,ti2 gai3
劫難,giap5 lan4
咩冇,me1 mau2
三架,sam1 ga4
着迷,cok6 mi2
踏板,tap6 ban3
龜仔,gui1 zai3
湧上,yung3 song4
冇害,mau2 hoi4
數打,su4 da1
他調,ta1 tiau2
中耳,zung1 ngi3
傳揚,con2 yong2
好人卡,hau3 ngin2 kat6
暴擊,pau4 git5
杯墊,bui1 tiap6
唱下歌,cong4 ha4 go1
大熱倒灶,tai4 ngiet6 dau3 zau4
豐衣足食,fung1 yi1 zuk5 sit6
邱騰華,hiu1 ten2 fa2
形而上,hin2 yi2 song4
軟皮蛇,ngion1 pi2 sa2
水墨畫,sui3 met6 fa4
相映,siong1 yang3
上賓,song4 bin1
華倫西亞,fa2 lun2 si1 a1
校徽,gau3 fui1
夜長夢多,ya4 cong2 mung4 do1
幕後主腦,mok5 heu4 zu3 lau3
深仇大恨,cim1 siu2 tai4 hen4
生死有命,sang1 si3 yiu1 min4
相送,siong1 sung4
穿着,con1 cok6
打乞嗤,da3 ket5 ci1
大興土木,tai4 hin1 tu3 muk5
瑰麗,gui4 li4
耳背,ngi3 boi4
榮華,yin2 fa2
着實,cok6 sit6
不正常,but5 zin4 song2
大逆不道,tai4 ngiak6 but5 tau4
紅中,fung2 zung1
弱不禁風,ngiok6 but5 gim1 fung1
兩溝,liong1 geu1
狼狽為奸,long2 bui4 vui2 gan1
小解,siau3 gai3
華氏,fa2 si4
追更,zui1 gang1
禁品,gim4 pin3
跟紅頂白,gen1 fung2 din3 pak6
賀卡,fo4 kat6
龍蛇混雜,lung2 sa2 fun3 cap6
聽清,tang4 cin1
輾轉反側,zien3 zon3 fan3 zet5
大卡士,tai4 ka1 si3
人命關天,ngin2 miang4 gan1 tien1
心裏面,sim1 li1 mien4
成唔成功,sin2 m1 sin2 gung1
志趣相投,zi4 ci4 siong1 teu2
傳呼,con2 fu1
打茅波,da3 mau2 bo1
打鐵趁熱,da3 tiet5 cin4 ngiet6
冤屈,yen1 kiut5
三度,sam1 tu4
席地而坐,cit6 ti4 yi2 co4
斤兩,gin1 liong3
嬉皮士,hi1 pi2 su4
好事近,hau3 su4 kiun4
落降頭,lok6 gong4 teu2
勉勉強強,mien1 mien1 kiong3 kiong3
磨砂,mo2 sa1
唆使,so1 si3
淨重,ciang4 cung1
百上加斤,bak5 song4 ga1 gin1
血海深仇,hiet5 hoi3 cim1 siu2
熟食檔,suk6 sit6 dong4
胖虎,pan4 fu3
余文樂,yi2 vun2 lok6
兩宗,liong1 zung1
瀕臨絕種,pin2 lim2 ciet6 zung3
從容不迫,cung2 yung2 but5 bet5
尊師重道,zun1 su1 cung4 tau4
背信棄義,boi4 sin4 hi4 ngi4
打齋,da3 zai1
一兩條,yit5 liong1 tiau2
二轉,ngi4 zon3
力爭上游,lit6 zang1 song4 yiu2
四腳蛇,si4 giok5 sa2
抽下水,ciu1 ha4 sui3
雞仔餅,gai1 zai3 biang3
肉乾,ngiuk5 gon1
痛經,tung4 gin1
頂班,din3 ban1
當唔當,dong1 m1 dong1
強詞奪理,kiong3 cu2 tot6 li1
良莠不齊,liong2 yiu3 but5 ce2
腎氣,sin4 hi4
喪膽,song4 dam3
選讀,sien3 tuk6
弊處,bi4 cu4
扑咪,bok6 mai4
打石膏,da3 sak6 gau1
好得過,hau3 det5 go4
一兩件,yit5 liong1 kien4
曲終人散,kiuk5 zung1 ngin2 san4
三四次,sam1 si4 cu4
寧死不屈,len2 si3 but5 kiut5
華山,fa2 san1
拗斷,au3 ton1
食肉獸,sit6 ngiuk5 ciu4
推選,tui1 sien3
通經,tung1 gin1
長遮,cong2 za1
打個突,da3 go4 tut6
打政府工,da3 zin4 fu3 gung1
掂行掂過,tiam4 hang2 tiam4 go4
解唔解,gai3 m1 gai3
泡飯,pau4 fan4
頂真,din3 zin1
有頂,yiu1 dang3
十成十,sip6 sin2 sip6
長生津,zong3 sang1 zin1
一兩粒,yit5 liong1 lip5
爛命一條,lan4 miang4 yit5 tiau2
安非他命,on1 fui1 ta1 min4
傳家,con2 ga1
久經,giu3 gin1
米青,mi3 ciang1
每種,mui1 zung3
三千萬,sam1 cien1 man4
食剩,sit6 yin4
白食,pak6 sit6
扑濕,bok6 sip5
近磅,kiun4 pong4
難約,lan2 yok5
諗唔諗,lem3 m1 lem3
破相,po4 siong4
套間,tau4 gan1
當奴,dong1 lu2
古董車,gu3 dung3 ca1
公仔箱,gung1 zai3 siong1
行喇,hang2 la2
禮崩樂壞,li1 ben1 ngok6 fai4
命數,min4 su4
冇修,mau2 siu1
食屎啦,sit6 si3 la1
計正,ge4 zin4
核桃,het6 tau2
以身相許,yi1 sin1 siong1 hi3
駭人聽聞,hai4 ngin2 tin4 vun2
好無用,hau3 vu2 yung4
中國大媽,zung1 get5 tai4 ma1
沉着,cim2 cok6
擔綱,dam1 gong1
監守自盜,gam1 siu3 cu4 tau4
易學難精,yi4 hok6 lan2 zin1
甚囂塵上,sim4 hiau1 cin4 song4
准將,zun3 ziong4
中耳炎,zung1 ngi3 yam2
倒屎,dau3 si3
讀下書,tuk6 ha4 su1
興風作浪,hin1 fung1 zok5 long4
有牌爛仔,yiu1 pai2 lan4 zai3
墨守成規,met6 siu3 sin2 gui1
週三,ziu1 sam1
進士,zin4 su4
半條人命,ban4 tiau2 ngin2 miang4
共享經濟,kiung4 hiong3 gin1 zi4
強酸,kiong2 son1
兩堂,liong1 tong2
那道,la3 tau4
四間,si4 gan1
啤酒肚,bia1 ziu3 du3
清理門户,cin1 li1 mun2 fu4
花旗參,fa1 ki2 sem1
過兩招,go4 liong1 zau1
行唔通,hang2 m1 tung1
喝倒采,hot5 dau3 cai3
命懸一線,miang4 hien2 yit5 sien4
年畫,ngien2 fa4
四種,si4 zung3
悉隨尊便,sit5 sui2 zun1 pien4
成為事實,sin2 vui2 su4 sit6
着衫,zok5 sam1
從中作梗,cung2 zung1 zok5 gang3
定語,tin4 ngi1
師從,su1 cung2
熟行,suk6 hong2
剩得,yin4 det5
搭緊車,dap5 gin3 ca1
侍仔,si4 zai3
邊個靚,bien1 go4 liang4
卡爾文,ka1 li3 vun2
三把,sam1 ba3
震音,zin3 yim1
腳踏車,giok5 tap6 ca1
引以為戒,yin3 yi1 vui2 gai4
近點,kiun1 diam3
百事可樂,bak5 su4 ko3 lok6
度日如年,tu4 ngit5 yi2 ngien2
被套,pi1 tau4
第二下,ti4 ngi4 ha4
驚起,gin1 hi3
磨時間,mo2 si2 gan4
成色,sin2 set5
滋長,zu1 zong3
出奇制勝,cut5 ki2 zi4 sin1
處理下,cu3 li1 ha4
方唔方便,fong1 m1 fong1 pien4
一兩張,yit5 liong1 zong1
有乘,yiu1 sin4
麗質,li4 zit5
乘虛,sin2 hi1
長途跋涉,cong2 tu2 pat6 siap5
大敵當前,tai4 tit6 dong1 cien2
獨斷,tuk6 ton4
更生人士,gang1 sang1 ngin2 su4
久別重逢,giu3 piet6 cung2 fung2
易啲,yi4 tit6
色士風,set5 su4 fung1
車埋去,ca1 mai2 hi4
大陸話,tai4 luk6 va4
約法三章,yok5 fap5 sam1 zong1
撈油水,lau1 yiu2 sui3
坐實,co4 sit6
潮州話,cau2 ziu1 va4
打槍,da3 ciong1
大海撈針,tai4 hoi3 leu2 zim1
道台,tau4 toi2
慳番啖氣,han1 fan1 tam4 hi4
兩三隻,liong1 sam1 zak5
無惡不作,vu2 ok5 but5 zok5
十三億,sip6 sam1 yi4
十三么,sip6 sam1 yau1
打球,da3 kiu2
普度,pu1 tu4
受屈,siu4 kiut5
不得要領,but5 det5 yau4 liang1
重婚,cung2 fun1
非命,fui1 min4
以卵擊石,yi1 lon3 git5 sak6
應運而生,yin4 yun4 yi2 sang1
相減,siong1 gam3
坐波監,co1 bo1 gam1
驚慌失措,gin1 fong1 sit5 cu4
韓國仔,hon2 get5 zai3
一波三折,yit5 bo1 sam1 ziet5
稽查,ki1 ca2
靈犀,lin2 si1
難點,lan2 diam3
三四日,sam1 si4 ngit5
四更,si4 gang1
水蛇春,sui3 sa2 cun1
小調,siau3 tiau4
奏樂,zeu4 ngok6
倒灶,dau3 zau4
家婦,ga1 fu4
兩三點,liong1 sam1 diam3
三不管,sam1 but5 gon3
山嶺,san1 liang3
幾許,gi1 hi3
高射炮,gau1 sa4 pau4
公交車,gung1 gau1 ca1
兩頭蛇,liong1 teu2 sa2
三生有幸,sam1 sang1 yiu1 hen4
司徒華,su1 tu2 fa2
中草藥,zung1 cau3 yok6
出下街,cut5 ha4 gai1
乾爹,gon1 dia1
辣椒仔,lat6 ziau1 zai3
密斗貨車,mit6 deu3 fo4 ca1
少少咋,sau3 sau3 za4
三四隻,sam1 si4 zak5
恣意,zu3 yi4
逼巴士,bit5 ba1 si3
耍樂,sa3 lok6
三十一,sam1 sip6 yit5
聽信,tin4 sin4
扮相,pan4 siong4
重插,cung2 cap5
打石,da3 sak6
雞冠,gai1 gon1
名門望族,min2 mun2 mong4 cuk6
識下人,sit5 ha4 ngin2
中原地產,zung1 ngien2 ti4 san3
巴士地,ba1 su4 ti4
點喇,diam3 la2
當災,dong1 zai1
卡介苗,ka1 gai4 miau2
其樂無窮,ki2 lok6 vu2 kiung2
靈通,lin2 tung1
柯士甸,ko1 su4 tien4
三板,sam1 ban3
食唔食得,sit6 m1 sit6 det5
鴨仔團,ap5 zai3 ton2
煲下,bau1 ha4
拼車,pin4 ca1
華潤,fa2 yun4
集中精神,sip6 zung1 zin1 sin2
中西合璧,zung1 si1 hap6 bit5
轉過身,zon4 go4 sin1
大力士,tai4 lit6 su4
第一種,ti4 yit5 zung3
格仔舖,gak5 zai3 pu4
合而為一,hap6 yi2 vui2 yit5
咩吖,me1 a1
生態平衡,sang1 tai4 pin2 fen2
小食亭,siau3 sit6 tin2
華而不實,fa2 yi2 but5 sit6
波士頓,bo1 su4 un4
長濱,cong2 bin1
電視觀眾,tien4 si4 gon1 zung4
一路以為,yit5 lu4 yi1 vui2
旅行結婚,li3 hang2 giet5 fun1
三十六,sam1 sip6 luk5
甚為,sim4 vui2
典當,dien3 dong4
倒扣,dau4 keu4
執行董事,zip5 hang2 dung3 su4
器量,hi4 liong4
聲名大噪,sang1 min2 tai4 cau4
註解,zu4 gai3
名望,min2 mong4
三花,sam1 fa1
散髮,san3 fat5
石敢當,sak6 gam3 dong1
事關重大,su4 gan1 cung4 tai4
從眾,cung2 zung4
打長途,da3 cong2 tu2
道袍,tau4 pau2
降生,gong4 sang1
核聚變,het6 ci4 bien4
兄弟團,hiung1 ti4 ton2
六名,luk5 min2
鋪草皮,pu1 cau3 pi2
煎釀三寶,zien1 ngiong4 sam1 bau3
大埔道,tai4 bu4 tau4
家傳户曉,ga1 con2 fu4 hiau3
驚濤駭浪,gin1 tau2 hai4 long4
山水畫,san1 sui3 fa4
拖卡,to1 ka1
膽戰心驚,dam3 zien4 sim1 giang1
屌打,diau3 da3
縫製,fung2 ze4
一兩間,yit5 liong1 gan1
揚長而去,yong2 cong2 yi2 hi4
曲高和寡,kiuk5 gau1 fo4 ga3
靚唔靚仔,liang4 m1 liang4 zai3
嶺大,liang3 tai4
冇制,mau2 zi4
安卡拉,on1 ka1 lai1
抱着,pau1 cok6
爭食,zang1 sit6
中湯,zung1 tong1
重唔重要,cung4 m1 cung4 yau4
撮要,cot5 yau4
打天才波,da3 tien1 coi2 bo1
倒及,dau4 kip6
過下癮,go4 ha4 yin3
未做好,vui4 zo4 hau3
冇得解,mau2 det5 gai3
承轉,sin2 zon3
傻下,so2 ha4
保長,bau3 zong3
打友誼波,da3 yiu1 ngi4 bo1
講過下,gong3 go4 ha4
兩滴,liong1 tit6
黑箱車,het5 siong1 ca1
