char,canton,waitau,searchkey,hakka1,hakka2,Notes
釿,gän1,gäng1,釿gän1,gin1,,
鈀,pa4,pa4,鈀pa4,pa2,,
鈁,fong1,fong1,鈁fong1,fong1,,
鈄,däu2,däu2,鈄däu2,diu3,,
鈆,yün4,yüng4,鈆yün4,yen2,,
鈇,fu1,fu1,鈇fu1,fu1,,
鈉,nap6,nap6,鈉nap6,lap6,,
鈍,dön6,däng6,鈍dön6,tun4,,
鈎,ngäu1,ngäu1,鈎ngäu1,giu1,,
鈐,kim4,kim4,鈐kim4,kiam2,,
鈒,sap3,sap2,鈒sap3,sap5,,
鈔,cau1,cau1,鈔cau1,cau1,,
鈕,näu2,näu2,鈕näu2,liu3,,
鈚,pei4,pi4,鈚pei4,pi2,,
鈞,gwän1,gwäng1,鈞gwän1,giun1,,
鈣,koi3,kwui1,鈣koi3,goi4,,
鈴,ling4,läng4,鈴ling4,lang2,,
鈷,gwu2,gwu2,鈷gwu2,gu3,,
鈸,bät6,bäk6,鈸bät6,pat6,,
鈹,pei1,pi1,鈹pei1,pi1,,
鈺,yuk6,yuk6,鈺yuk6,ngiuk6,,
鈾,yäu4,yäu4,鈾yäu4,yiu2,,
鈿,tin4,ting4,鈿tin4,tien2,,
鉀,gap3,gap2,鉀gap3,gap5,,
鉅,göi6,gü6,鉅göi6,ki3,,
鉉,yün5,yüng1,鉉yün5,hien3,,
鉊,ciu1,ciu1,鉊ciu1,zau1,,
鉋,pau4,pau4,鉋pau4,pau2,,
鉎,sang1,sæng1,鉎sang1,sang1,,
鉏,co4,co4,鉏co4,co2,,
鉐,sek6,sek6,鉐sek6,sak6,,
鉑,bak6,bæk6,鉑bak6,pak6,,
鉒,zü3,zü1,鉒zü3,zu4,,
鉔,zap3,zap2,鉔zap3,zap5,,
鉗,kim4,kim4,鉗kim4,kiam2,,
鉛,yün4,yüng4,鉛yün4,yen2,,
鉞,yüt6,yük6,鉞yüt6,yet6,,
鉣,gip3,gip2,鉣gip3,giap5,,
鉤,ngäu1,ngäu1,鉤ngäu1,giu1,,
鉦,zing1,zäng1,鉦zing1,zin1,,
鉸,gau3,gau1 ,鉸gau3,gau4,,
銀,ngän4,ngäng4,銀ngän4,ngiun2,,
銃,zung6,zung6,銃zung6,cung4,,
銅,tung4,tung4,銅tung4,tung2,,
銍,zät6,zäk6,銍zät6,zit5,,
銎,kung4,kung4,銎kung4,kiung2,,
銑,sin2,sing2,銑sin2,sien3,,
銓,cün4,cüng4,銓cün4,cien2,,
銖,sü4,sü4,銖sü4,su2,,
銘,ming4,mäng4,銘ming4,miang2,,
銚,diu6,diu6,銚diu6,tiau4,,(姓)
銚,yiu4,yiu4,銚yiu4,yau2,,(炊器)
銛,sim4,sim4,銛sim4,siam2,,
銜,ham4,ham4,銜ham4,ham2,,
銬,käu3,käu1,銬käu3,kiu4,,
銲,hon5,fung1,銲hon5,hon4,,
銳,yöi6,yöi6,銳yöi6,yui4,,
銶,käu4,käu4,銶käu4,kiu2,,
銷,siu1,siu1,銷siu1,siau1,,
銻,täi1,täi1,銻täi1,tai1,,
銼,co3,co1,銼co3,co4,,
鋁,löi5,lü1,鋁löi5,li1,,
鋂,mui4,mui4,鋂mui4,moi2,,
鋃,long4,long4,鋃long4,long2,,
鋄,man6,mæng6,鋄man6,man4,,
鋅,sän1,säng1,鋅sän1,sin1,,
鋆,gwän1,gwäng1,鋆gwän1,yun2,,
鋈,yuk1,yuk2,鋈yuk1,vok5,,
鋊,yuk6,yuk6,鋊yuk6,yuk6,,
鋋,ting4,täng4,鋋ting4,tin3,,
鋏,gap3,gap2,鋏gap3,giap5,,
鋒,fung1,fung1,鋒fung1,fung1,,
鋕,zi3,zi1,鋕zi3,zi4,,
鋘,ng4,ng4,鋘ng4,ng2,,
鋙,ng4,ng4,鋙ng4,ng2,,
鋝,lüt3,lük2,鋝lüt3,lot5,,
鋟,cäm1,cäm1,鋟cäm1,cim1,,
鋤,co4,co4,鋤co4,co2,,
鋦,guk6,guk6,鋦guk6,kiuk6,,
鋧,yin6,ying6,鋧yin6,hien4,,
鋩,mong4,mong4,鋩mong4,mong2,,
鋪,pou1,pu1,鋪pou1,pu1,,~路
鋪,pou3,pu1,鋪pou3,pu4,,~位
鋸,göi3,gü1,鋸göi3,gi4,,
鋼,gong3,gong1,鋼gong3,gong4,,
鋾,tou4,täu4,鋾tou4,tau2,,
錁,gwo2,gwo2,錁gwo2,ko4,,
錄,luk6,luk6,錄luk6,luk6,,
錈,gün6,güng6,錈gün6,kien4,,
錐,zöi1,zöi1,錐zöi1,zui1,,
錔,dap6,dap6,錔dap6,tap6,,
錕,kwän1,kwäng1 ,錕kwän1,kun1,,
錘,cöi4,cöi4 ,錘cöi4,cui2,,
錙,zi1,zi1,錙zi1,zu1,,
錚,zäng1,zäng1,錚zäng1,zen1,,
錛,bän1,bäng1,錛bän1,bun1,,
錞,döi6,döi6,錞döi6,dui4,,(矛戟柄末的套)
錞,sön2,säng2,錞sön2,sun2,,錞于(樂器)
錟,yim2,yim2,錟yim2,yam3,,
錠,ding6,däng6,錠ding6,tin4,,
錡,kei4,ki4,錡kei4,ki3,,
錢,cin4,cing4,錢cin4,cien2,,
錢,cin2,cing4,錢cin2,cien2,,
錣,zöi3,zöi1,錣zöi3,dot5,,
錤,gei1,gi1,錤gei1,gi1,,
錦,gäm2,gäm2,錦gäm2,gim3,,
錨,nau4,nau4,錨nau4,lau2,,
錫,sek3,sek2,錫sek3,siak5,,
錮,gwu3,gwu1,錮gwu3,gu4,,
錯,co3,co1,錯co3,co4,,~誤
錯,cok3,cok2,錯cok3,cok5,,交~
錳,mang5,mæng1,錳mang5,mang1,,
錶,biu1,biu1,錶biu1,biau1,,
鍇,gai1,gai1,鍇gai1,gai1,,
鍉,täi4,täi4,鍉täi4,ti2,,
鍊,lin6,ling6,鍊lin6,lien4,,
鍋,wo1,wo1,鍋wo1,vo1,,
鍍,dou6,du6,鍍dou6,tu4,,
鍐,zung1,zung1,鍐zung1,zung1,,
鍔,ngok6,ngok6,鍔ngok6,ngok6,,
鍚,yöng4,yöng4,鍚yöng4,yong2,,
鍛,dün6,düng6,鍛dün6,ton4,,
鍠,wong4,wong4,鍠wong4,fong2,,
鍤,cap3,cap2,鍤cap3,cap5,,
鍥,kit3,kik2,鍥kit3,kiet5,,
鍧,wäng4,wäng4,鍧wäng4,vang2,,
鍪,mäu4,mäu4,鍪mäu4,miu2,,
鍬,ciu1,ciu1,鍬ciu1,ciau1,,
鍭,häu4,häu4,鍭häu4,hiu2,,
鍰,wun4,wung4,鍰wun4,fon2,,
鍱,yip6,yip6,鍱yip6,yap6,,
鍵,gin6,ging6,鍵gin6,kien4,,
鍼,zäm1,zäm1,鍼zäm1,zim1,,
鍾,zung1,zung1,鍾zung1,zung1,,
鎂,mei5,mi1,鎂mei5,mui1,,
鎊,pong4,pong4,鎊pong4,pong2,,
鎍,sok3,sok2,鎍sok3,sok5,,
鎏,läu4,läu4,鎏läu4,liu2,,
鎔,yung4,yung4,鎔yung4,yung2,,
鎖,so2,so2,鎖so2,so3,,
鎗,cöng1,cöng1,鎗cöng1,ciong1,,
鎚,cöi4,cöi4,鎚cöi4,cui2,,
鎛,bok3,bok2,鎛bok3,bok5,,
鎞,bei1,bi1,鎞bei1,bi1,,
鎡,zi1,zi1,鎡zi1,zu1,,
鎢,wu1,wu1,鎢wu1,vu1,,
鎤,fong2,fong2,鎤fong2,fong3,,
鎧,hoi2,fui2,鎧hoi2,koi3,,
鎩,sat3,sæk2,鎩sat3,sai4,,
鎪,säu1,säu1,鎪säu1,siu1,,
鎬,hou6,häu6,鎬hou6,hau3,,
鎮,zän3,zäng1,鎮zän3,zin3,,
鎮,zän3,zäng1,鎮zän3,zin3,,
鎰,yik1,yäk2,鎰yik1,yit5,,
鎳,nip6,nip6,鎳nip6,ngiet5,,
鏃,zuk6,zuk6,鏃zuk6,cuk6,,
鏇,sün4,süng4,鏇sün4,sien4,,
鏈,lin4,ling4,鏈lin4,lien2,,
鏊,ngou6,ngäu6,鏊ngou6,ngau4,,
鏌,mok6,mok6,鏌mok6,mok6,,
鏐,läu4,läu4,鏐läu4,liu2,,
鏑,dik6,däk6,鏑dik6,dit5,,
鏖,biu1,biu1 ,鏖biu1,biau1,,
鏗,häng1,häng1,鏗häng1,ken1,,
鏘,cöng1,cöng1,鏘cöng1,ciong1,,
鏚,cät1,cäk2,鏚cät1,cit5,,
鏜,tong1,tong1,鏜tong1,tong1,,
鏝,man6,mæng6,鏝man6,man4,,
鏞,yung4,yung4,鏞yung4,yung2,,
鏟,can2,cæng2,鏟can2,can3,,
鏡,geng3,geng1,鏡geng3,giang4,,
鏢,biu1,biu1,鏢biu1,biau1,,
鏤,läu5,läu1,鏤läu5,liu3,,
鏦,cung4,cung4,鏦cung4,cung2,,
鏨,cam3,cam1,鏨cam3,cam4,,
鏵,wa4,wa4,鏵wa4,fa2,,
鏷,buk6,buk6,鏷buk6,puk6,,
鏺,put3,puk2,鏺put3,pat5,,
鏽,säu3,säu1,鏽säu3,siu4,,
鏾,san3,sæng1,鏾san3,san4,,
鐀,gwäi6,gwäi6,鐀gwäi6,kui4,,
鐃,yiu4,yiu4,鐃yiu4,ngiau2,,
鐆,söi6,söi6,鐆söi6,sui4,,
鐎,ziu1,ziu1,鐎ziu1,ziau1,,
鐏,zön3,zäng1,鐏zön3,zun1,,
鐐,liu4,liu4,鐐liu4,liau2,,
鐓,dön1,däng1,鐓dön1,dun1,,
鐔,tam4,tam4 ,鐔tam4,tam2,,
鐖,gei1,gi1,鐖gei1,gi1,,
鐘,zung1,zung1,鐘zung1,zung1,,
鐫,zün1,cüng4,鐫zün1,zien1,,
鐮,lim4,lim4,鐮lim4,liam2,,
鐰,cou3,cäu1,鐰cou3,cau4,,
鐲,zuk6,zuk6,鐲zuk6,cuk6,,
鐳,löi4,löi4,鐳löi4,lui2,,
鐵,tit3,tik2,鐵tit3,tiet5,,
鐶,wan4,wæng4,鐶wan4,van2,,
鐸,dok6,dok6,鐸dok6,tok6,,
鐺,dong1,dong1,鐺dong1,dong1,,
鐻,göi3,gü1,鐻göi3,gi3,,(樂器名)
鐻,köi4,kü4,鐻köi4,ki2,,(耳環)
鑄,zü3,zü1,鑄zü3,zu4,,
鑊,wok6,wok6,鑊wok6,vok6,,
鑌,bän1,bäng1,鑌bän1,bin1,,
鑐,söi1,sü1,鑐söi1,si1,,
鑑,gam3,gam1,鑑gam3,gam4,,
鑒,gam3,gam1,鑒gam3,gam4,,
鑕,zät1,zäk2,鑕zät1,zit5,,
鑞,lap6,lap6,鑞lap6,lap6,,
鑠,sök3,sök2,鑠sök3,siok5,,
鑢,löi6,lü6,鑢löi6,li4,,
鑣,biu1,biu1,鑣biu1,biau1,,
鑪,lou4,lu4,鑪lou4,lu2,,
鑭,lan4,læng4,鑭lan4,lan2,,
鑮,bok6,bok6,鑮bok6,pok6,,
鑯,cim1,cim1,鑯cim1,ciam1,,
鑰,yök3,yök2,鑰yök3,yok5,,
鑱,cam4,cam4,鑱cam4,cam2,,
鑲,söng1,söng1,鑲söng1,siong1,,
鑴,kwäi4,kwäi4,鑴kwäi4,gui1,,
鑷,nip6,nip6,鑷nip6,ngiap5,,
鑼,lo4,lo4,鑼lo4,lo2,,
鑽,zün1,züng1,鑽zün1,zon1,,(穿過)
鑽,zün3,züng1,鑽zün3,zon4,,"~石, 電~"
鑾,lün4,lüng4,鑾lün4,lan2,,
鑿,zok6,zok6,鑿zok6,cok6,,
钁,gök3,gök2,钁gök3,kiok5,,
長,cöng4,cöng4,長cöng4,cong2,,~度
長,zöng2,zöng2,長zöng2,zong3,,校~
镽,liu5,liu1,镽liu5,liau3,,
門,mun4,mung4,門mun4,mun2,,
閂,sän1,säng1,閂sän1,con1,,
閃,sim2,sim2,閃sim2,sam3,,
閆,yim4,yim4,閆yim4,yam2,,
閈,hon6,fung6,閈hon6,hon4,,
閉,bäi3,bäi1,閉bäi3,bi4,,
開,hoi1,fui1,開hoi1,hoi1,,~門
開,hoi1,fui1,開hoi1,koi1,,~始
閌,hong3,hong1,閌hong3,kong4,,
閎,wäng4,wäng4,閎wäng4,fen2,,
閏,yön6,yäng6,閏yön6,yun4,,
閑,han4,hæng4,閑han4,han2,,
閒,han4,hæng4,閒han4,han2,,
間,gan1,gæng1 ,間gan1,gan1,,"中~, 房~"
間,gan3,gæng1,間gan3,gan4,,"~中, ~房"
閔,män5,mäng1,閔män5,men1,,
閘,zap6,zap6,閘zap6,cap6,,
閛,ping4,päng4,閛ping4,pin2,,
閜,ha1,ha1,閜ha1,ha4,,豁~
閜,ho2,ho2,閜ho2,ko3,,~砢
閟,bei3,bi1,閟bei3,bi4,,
閡,ngoi6,wui6,閡ngoi6,ngoi4,,
閣,gok3,gok2,閣gok3,gok5,,
閤,häp6,häp6,閤häp6,hap6,,
閥,fät6,fæk6,閥fät6,fat6,,
閨,gwäi1,gwäi1,閨gwäi1,gui1,,
閩,män5,mäng1,閩män5,men2,,
閫,kwän2,kwäng2,閫kwän2,kun3,,
閬,long5,long1,閬long5,long4,,
閭,löi5,lü1,閭löi5,li1,,
閱,yüt6,yük6,閱yüt6,yet6,,
閲,yüt6,yük6,閲yüt6,yet6,,
閶,cöng1,cöng1,閶cöng1,cong1,,
閹,yim1,yim1,閹yim1,yam1,,
閻,yim4,yim4,閻yim4,yam2,,
閼,at3,æk2,閼at3,ot5,,夭~
閼,yin1,ying1,閼yin1,yen1,,~氏
閽,fän1,fäng1,閽fän1,fun1,,
閾,wik1,wäk2,閾wik1,vet5,,
閿,män4,mäng4,閿män4,vun2,,
闃,gwik1,gwäk2,闃gwik1,hit5,,
闅,män4,mäng4,闅män4,vun2,,
闆,ban2,bæng2,闆ban2,ban3,,
闇,äm3,äm1,闇äm3,am4,,
闈,wäi4,wäi4,闈wäi4,vui2,,
闉,yän1,yäng1,闉yän1,yen1,,
闊,fut3,fuk2,闊fut3,fat5,,
闋,küt3,kük2,闋küt3,ket5,,
闌,lan4,læng4,闌lan4,lan2,,
闍,ce1,ce1,闍ce1,sa1,,~梨
闍,dou1,du1,闍dou1,du1,,(城門上的臺)
闐,tin4,ting4,闐tin4,tien2,,
闑,nit6,nik6,闑nit6,ngiet5,,
闒,tap3,tap2,闒tap3,tap5,,
闓,hoi2,fui2,闓hoi2,koi3,,
闔,häp6,häp6,闔häp6,hap6,,
闕,küt3,kük2 ,闕küt3,kiet5,,
闖,cong2,cong2,闖cong2,cim3,,
關,gwan1,gwæng1,關gwan1,gan1,,
闞,häm3,häm1,闞häm3,kam4,,
闟,häp1,häp2,闟häp1,hip5,,
闠,gwäi6,gwäi6,闠gwäi6,kui4,,
闡,zin2,zing2,闡zin2,cien3,,
闢,pik1,päk2,闢pik1,pit5,,
闣,dong3,dong1,闣dong3,dong4,,
闤,wan4,wæng4,闤wan4,fan2,,
闥,dat1,dæk2,闥dat1,dat5,,
阜,fäu6,fäu6,阜fäu6,fiu4,,
阞,läk6,läk6,阞läk6,let6,,
阡,cin1,cing1,阡cin1,cien1,,
阨,ak1,æk2,阨ak1,ak5,,
阪,ban2,bæng2,阪ban2,ban3,,大~
阪,fan2,fæng2,阪fan2,fan3,,~田
阮,yün2,yüng2,阮yün2,ngion3,,
阯,zi2,zi2,阯zi2,zi3,,
阱,zing6,zäng6,阱zing6,ziang3,,
防,fong4,fong4,防fong4,fong2,,
阹,köi1,kü1,阹köi1,ki1,,
阻,zo2,zo2,阻zo2,zo3,,
阼,ci3,ci1,阼ci3,cu4,,
阽,yim4,yim4,阽yim4,yam2,,
阿,a1,a1,阿a1,a1,,~叔
阿,o1,o1,阿o1,o1,,~諛奉承
陀,to4,to4,陀to4,to2,,
陂,bei1,bi1,陂bei1,bi1,,
附,fu6,fu6,附fu6,fu4,,
陊,to4,to4,陊to4,to4,,
陋,läu6,läu6,陋läu6,liu4,,
陌,mäk6,mäk6,陌mäk6,met5,,
降,gong3,gong1 ,降gong3,gong4,,~落
降,hong4,hong4 ,降hong4,hong2,,投~
限,han6,hæng6,限han6,han4,,
陑,yi4,yi4,陑yi4,yi2,,
陘,ying4,yäng4 ,陘ying4,hin2,,
陛,bäi6,bäi6,陛bäi6,pi3,,
陜,hap6,hap6,陜hap6,kiap6,,(=峽)
陜,sim2,sim2,陜sim2,sam3,,~西
陝,sim2,sim2,陝sim2,sam3,,
陞,sing1,säng1,陞sing1,sin1,,
陟,zik1,zäk2,陟zik1,zit5,,
陡,däu2,däu2,陡däu2,diu3,,
院,yün6,yüng6,院yün6,yen4,,
院,yün2,yüng6,院yün2,yen4,,
陣,zän6,zäng6,陣zän6,cin4,,
除,cöi4,cü4,除cöi4,cu2,,
陪,pui4,pui4,陪pui4,pui2,,
陬,zäu1,zäu1,陬zäu1,ziu1,,
陭,yi2,yi2,陭yi2,yi1,,
陰,yäm1,yäm1,陰yäm1,yim1,,
陲,söi4,söi4,陲söi4,sui2,,
陳,cän4,cäng4,陳cän4,cin2,,
陴,bei1,bi1,陴bei1,bi1,,
陵,ling4,läng4,陵ling4,lin2,,
陶,tou4,täu4,陶tou4,tau2,,~醉
陶,yiu4,yiu4,陶yiu4,yau2,,陶陶(和樂貌)
陷,ham6,ham6,陷ham6,ham3,,
陸,luk6,luk6,陸luk6,luk6,,
陼,zü2,zü2,陼zü2,du3,,
陽,yöng4,yöng4,陽yöng4,yong2,,
陾,ying4,yäng4,陾ying4,yin2,,
隄,täi4,täi4,隄täi4,ti2,,
隅,yi4,yi4,隅yi4,ngi2,,
隆,lung4,lung4,隆lung4,lung2,,
隈,wui1,wui1,隈wui1,voi1,,
隉,nip6,nip6,隉nip6,ngiap5,,
隊,döi6,döi6,隊döi6,dui4,,
隊,döi2,döi6,隊döi2,dui4,,
隋,cöi4,cöi4,隋cöi4,sui2,,
隍,wong4,wong4,隍wong4,fong2,,
階,gai1,gai1,階gai1,gai1,,
隒,yim2,yim2,隒yim2,hiam3,,
隔,gak3,gæk2,隔gak3,gak5,,
隕,wän5,wäng1,隕wän5,yun3,,
隗,ngäi6,ngäi6,隗ngäi6,ngui4,,
隘,ai3,ai1,隘ai3,ai4,,
隙,gwik1,gwäk2,隙gwik1,hit5,,
際,zäi3,zäi1,際zäi3,zi4,,
障,zöng3,zöng1,障zöng3,zong4,,
隧,söi6,söi6,隧söi6,sui4,,
隨,cöi4,cöi4 ,隨cöi4,cui2,,
險,him2,him2,險him2,hiam3,,
隮,zi1,zi1,隮zi1,zi1,,
隰,säp1,säp2,隰säp1,sip5,,
隱,yän3,yäng1,隱yän3,yun3,,
隳,fäi1,fäi1,隳fäi1,fui1,,
隴,lung5,lung1,隴lung5,lung1,,
隸,däi6,däi6,隸däi6,li4,,
隹,zöi1,zöi1,隹zöi1,zui1,,
隻,zek3,zek2,隻zek3,zak5,,
隼,sön2,säng2,隼sön2,sun3,,
雀,zök3,zök2,雀zök3,ziok5,,
雁,ngan6,ngæng6,雁ngan6,ngan4,,
雄,hung4,hung4,雄hung4,hiung2,,
雅,nga5,nga1,雅nga5,nga3,,
集,zap6,zap6 ,集zap6,sip6,,
雇,gwu3,gwu1,雇gwu3,gu4,,
雉,ci1,ci1,雉ci1,ci1,,
雊,gäu3,gäu1,雊gäu3,giu4,,
雋,zön3,zäng1,雋zön3,zun4,,
雌,ci1,ci1,雌ci1,cu1,,
雍,yung1,yung1,雍yung1,yung1,,
雒,lok6,lok6,雒lok6,lok6,,
雓,yi4,yi4,雓yi4,yi2,,
雔,säu4,säu4 ,雔säu4,siu2,,
雕,diu1,diu1,雕diu1,diau1,,
雖,söi1,söi1,雖söi1,sui1,,
雗,hon6,fung6,雗hon6,hon4,,
雙,söng1,söng1,雙söng1,sung1,,
雚,gwun3,gwung1,雚gwun3,gon4,,
雛,co1,co1,雛co1,co1,,
雜,zap6,zap6,雜zap6,cap6,,
雝,yung1,yung1,雝yung1,yung1,,
雞,gäi1,gäi1 ,雞gäi1,gai1,,
雟,kwäi4,kwäi4,雟kwäi4,hi1,,
離,lei4,li4,離lei4,li2,,
難,nan4,næng4,難nan4,lan2,,困~
難,nan6,næng6,難nan6,lan4,,~民
雨,yü5,yü1,雨yü5,yi3,,
雩,yü6,yü6,雩yü6,yi2,,
雪,süt3,sük2,雪süt3,siet5,,
雯,män4,mäng4,雯män4,vun2,,
雰,fän1,fäng1,雰fän1,fun1,,
雱,pong4,pong4,雱pong4,pong2,,
雲,wän4,wäng4,雲wän4,yun2,,
零,ling4,läng4,零ling4,lang2,,"~星, ~度"
零,ling4,läng4,零ling4,lin2,,凋~
雷,löi4,löi4,雷löi4,lui2,,
雸,gäm1,gäm1,雸gäm1,gam1,,
雹,bok6,bok6,雹bok6,pok6,,
電,din6,ding6,電din6,tien4,,
需,söi1,sü1,需söi1,si1,,
霂,muk6,muk6,霂muk6,muk5,,
霄,siu1,siu1,霄siu1,siau1,,
霅,zip3,zip2,霅zip3,zap5,,
霆,ting4,täng4,霆ting4,tin2,,
震,zän3,zäng1,震zän3,zin3,,
霈,pui3,pui1,霈pui3,pui4,,
霉,mui4,mui4,霉mui4,moi1,,
霋,cäi1,cäi1,霋cäi1,ci1,,
霍,fok3,fok2,霍fok3,kok5,,
霎,sap3,sap2,霎sap3,sap6,,
霏,fei1,fi1,霏fei1,fui1,,
霑,zim1,zim1,霑zim1,zam1,,
霓,ngäi4,ngäi4,霓ngäi4,ngi2,,
霖,läm4,läm4,霖läm4,lim2,,
霙,ying1,yäng1,霙ying1,yin1,,
霜,söng1,söng1,霜söng1,song1,,
霝,ling4,läng4,霝ling4,lin2,,
霞,ha4,ha4,霞ha4,ha2,,
霠,yäm1,yäm1,霠yäm1,yim1,,
霤,läu6,läu6,霤läu6,liu4,,
霦,bän1,bäng1,霦bän1,bin1,,
霧,mou6,mu6,霧mou6,vu4,,
霨,wäi6,wäi6,霨wäi6,vui4,,
霩,gwok3,gwok2,霩gwok3,gok5,,
霪,yäm4,yäm4,霪yäm4,yim2,,
霫,zap6,zap6,霫zap6,sip6,,
霯,däng1,däng1,霯däng1,den1,,
霰,san3,sæng1,霰san3,san4,,
露,lou6,lu6,露lou6,lu4,,
霵,cäp1,cäp2,霵cäp1,cip5,,
霸,ba3,ba1,霸ba3,ba4,,
霹,pik1,päk2,霹pik1,pit5,,
霽,zäi3,zäi1,霽zäi3,zi4,,
霾,mai4,mai4,霾mai4,mai2,,
靂,lik1,läk2,靂lik1,lit6,,
靄,oi2,wui2,靄oi2,oi3,,
靈,leng4,läng4,靈leng4,liang2,,菩薩好~
靈,ling4,läng4,靈ling4,lin2,,"~活, 幽~"
靉,oi2,wui2,靉oi2,oi4,,
青,ceng1,ceng1,青ceng1,ciang1,,~色
青,cing1,cäng1,青cing1,ciang1,,~海
靖,zing6,zäng6,靖zing6,cin4,,
靘,zing6,zäng6,靘zing6,cin4,,
靚,leng3,leng1,靚leng3,liang4,,(漂亮)
靚,zing6,zäng6,靚zing6,ciang4,,~衣
靛,din6,ding6,靛din6,tien4,,
靜,zing6,zäng6,靜zing6,cin4,,
非,fei1,fi1,非fei1,fui1,,
靠,kau3,kau1,靠kau3,kau4,,
靡,mei5,mi1,靡mei5,mi1,,
面,min6,ming6,面min6,mien4,,
面,min2,ming6,面min2,mien4,,
靦,tin2,ting2,靦tin2,tien3,,
靨,yip3,yip2,靨yip3,yap6,,
革,gak3,gæk2,革gak3,gak5,,
靪,ding1,däng1,靪ding1,den1,,
靮,dik6,däk6,靮dik6,dit5,,
靳,gän3,gäng1,靳gän3,giun3,,
靴,hö1,hö1,靴hö1,hio1,,
靶,ba2,ba2,靶ba2,ba3,,
靷,yän5,yäng1,靷yän5,yin3,,
靸,sap3,sap2,靸sap3,sap5,,
靺,mut3,muk2,靺mut3,mat5,,
靼,dat1,dæk2,靼dat1,dat5,,
靽,bun3,bung1,靽bun3,ban4,,
靾,yäi6,yäi6,靾yäi6,yi4,,
靿,au3,au1,靿au3,au4,,
鞃,wäng4,wäng4,鞃wäng4,fen2,,
鞄,pau4,pau4,鞄pau4,pau2,,
鞅,yöng1,yöng1,鞅yöng1,yong3,,
鞋,hai4,hai4,鞋hai4,hai2,,
鞍,on1,wung1,鞍on1,on1,,
鞏,gung2,gung2,鞏gung2,giung3,,
鞔,man4,mæng4,鞔man4,man2,,
鞗,tiu4,tiu4,鞗tiu4,tiau2,,
鞘,siu3,siu1,鞘siu3,siau4,,
鞙,yün5,yüng1,鞙yün5,hien3,,
鞚,hung3,hung1,鞚hung3,kung4,,
鞝,zöng2,zöng2,鞝zöng2,zong3,,
鞞,bei3,bi1,鞞bei3,bin3,,
鞠,guk1,guk2,鞠guk1,kiuk5,,
鞣,yäu4,yäu4,鞣yäu4,ngiu2,,
鞤,bong1,bong1,鞤bong1,bong1,,
鞦,cäu1,cäu1,鞦cäu1,ciu1,,
鞨,hot3,fuk2,鞨hot3,hot5,,
鞫,guk1,guk2,鞫guk1,kiuk5,,
鞬,gin1,ging1,鞬gin1,gien1,,
鞭,bin1,bing1 ,鞭bin1,bien1,,
鞮,täi4,täi4,鞮täi4,ti2,,
鞳,tap3,tap2,鞳tap3,tap5,,
鞶,pun4,pung4,鞶pun4,pan2,,
鞹,gwok3,gwok2,鞹gwok3,gok5,,
鞿,gei1,gi1,鞿gei1,gi1,,
韁,göng1,göng1,韁göng1,giong1,,
韃,dat1,dæk2,韃dat1,dat5,,
韆,cin1,cing1,韆cin1,cien1,,
韋,wäi5,wäi1,韋wäi5,vui3,,
韌,ngän6,ngäng6,韌ngän6,ngiun4,,
韍,fät1,fäk2,韍fät1,fut5,,
韎,mui6,mui6,韎mui6,moi4,,
韐,gap3,gap2,韐gap3,giap5,,
韓,hon4,fung4,韓hon4,hon2,,
韔,cöng2,cöng2,韔cöng2,cong3,,
韗,wän6,wäng6,韗wän6,yun4,,
韘,sip3,sip2,韘sip3,ngiap5,,
韙,wäi5,wäi1,韙wäi5,vui3,,
韜,tou1,täu1,韜tou1,tau1,,
韝,käu1,käu1,韝käu1,giu1,,
韞,wän2,wäng2,韞wän2,vun3,,
韡,wäi5,wäi1,韡wäi5,vui3,,
韣,duk6,duk6,韣duk6,tuk6,,
韭,gäu2,gäu2,韭gäu2,giu3,,
韰,hai6,hai6,韰hai6,hai4,,
韱,cim1,cim1,韱cim1,siam2,,
音,yäm1,yäm1,音yäm1,yim1,,
韶,siu4,siu4,韶siu4,sau2,,
韸,pung4,pung4,韸pung4,pung2,,
韻,wän5,wäng1,韻wän5,yun4,,
響,höng2,höng2,響höng2,hiong3,,
頁,yip6,yip6,頁yip6,yap6,,
頂,deng2,deng2,頂deng2,dang3,,屋~
頂,ding2,däng2 ,頂ding2,din3,,~級
頃,king5,käng1,頃king5,ken3,,
項,hong6,hong6,項hong6,hong4,,
順,sön6,säng6,順sön6,sun4,,
頇,hon4,fung4,頇hon4,hon2,,
須,söi1,sü1,須söi1,si1,,
頊,yuk1,yuk2,頊yuk1,hiuk5,,
頌,zung6,zung6,頌zung6,sung4,,
頍,kwäi2,kwäi2,頍kwäi2,kui3,,
頎,kei4,ki4,頎kei4,ki2,,
頏,hong4,hong4,頏hong4,hong2,,
預,yü6,yü6,預yü6,yi4,,
頑,wan4,wæng4,頑wan4,ngan2,,
頒,ban1,bæng1,頒ban1,ban1,,
頓,dön6,däng6 ,頓dön6,dun4,,
頖,pan3,pæng1,頖pan3,pan4,,
頗,po2,po2,頗po2,po3,,
領,leng5,leng1,領leng5,liang1,,衣~
領,ling5,läng1,領ling5,liang1,,~先
頜,häp6,häp6,頜häp6,hap6,,
頞,on1,wung1,頞on1,ot5,,
頡,kit3,kik2,頡kit3,giet5,,
頤,yi4,yi4,頤yi4,yi2,,
頦,hoi4,fui4,頦hoi4,hoi2,,
